Mod:Item:MetaData, Localized Name
botania:livingrock:0, Livingrock
botania:livingrock:1, Livingrock Brick
botania:livingrock:2, Mossy Livingrock Brick
botania:livingrock:3, Cracked Livingrock Brick
botania:livingrock:4, Chiseled Livingrock Brick
botania:livingwood:0, Livingwood
botania:livingwood:1, Livingwood Planks
botania:livingwood:2, Mossy Livingwood Planks
botania:livingwood:3, Framed Livingwood
botania:livingwood:4, Pattern Framed Livingwood
botania:livingwood:5, Glimmering Livingwood
botania:specialflower:0, Pure Daisy
botania:specialflower:0, Manastar
botania:specialflower:0, Endoflame
botania:specialflower:0, Hydroangeas
botania:specialflower:0, Thermalily
botania:specialflower:0, Rosa Arcana
botania:specialflower:0, Munchdew
botania:specialflower:0, Entropinnyum
botania:specialflower:0, Kekimurus
botania:specialflower:0, Gourmaryllis
botania:specialflower:0, Narslimmus
botania:specialflower:0, Spectrolus
botania:specialflower:0, Rafflowsia
botania:specialflower:0, Shulk Me Not
botania:specialflower:0, Dandelifeon
botania:specialflower:0, Jaded Amaranthus
botania:specialflower:0, Bellethorne
botania:specialflower:0, Bellethorne Petite
botania:specialflower:0, Dreadthorne
botania:specialflower:0, Heisei Dream
botania:specialflower:0, Tigerseye
botania:specialflower:0, Marimorphosis
botania:specialflower:0, Marimorphosis Petite
botania:specialflower:0, Orechid
botania:specialflower:0, Orechid Ignem
botania:specialflower:0, Fallen Kanade
botania:specialflower:0, Exoflame
botania:specialflower:0, Agricarnation
botania:specialflower:0, Agricarnation Petite
botania:specialflower:0, Hopperhock
botania:specialflower:0, Hopperhock Petite
botania:specialflower:0, Rannuncarpus
botania:specialflower:0, Rannuncarpus Petite
botania:specialflower:0, Tangleberrie
botania:specialflower:0, Jiyuulia
botania:specialflower:0, Hyacidus
botania:specialflower:0, Medumone
botania:specialflower:0, Pollidisiac
botania:specialflower:0, Clayconia
botania:specialflower:0, Clayconia Petite
botania:specialflower:0, Loonium
botania:specialflower:0, Daffomill
botania:specialflower:0, Vinculotus
botania:specialflower:0, Spectranthemum
botania:specialflower:0, Bubbell
botania:specialflower:0, Bubbell Petite
botania:specialflower:0, Solegnolia
botania:specialflower:0, Solegnolia Petite
botania:specialflower:0, Bergamute
botania:spreader:0, Mana Spreader
botania:spreader:1, Pulse Mana Spreader
botania:spreader:2, Elven Mana Spreader
botania:spreader:3, Gaia Mana Spreader
botania:pool:0, Mana Pool
botania:pool:2, Diluted Mana Pool
botania:pool:3, Fabulous Mana Pool
botania:pool:1, The Everlasting Guilty Pool
botania:runealtar, tile.runeAltar.name
botania:pylon:0, Mana Pylon
botania:pylon:1, Natura Pylon
botania:pylon:2, Gaia Pylon
botania:pistonrelay, tile.pistonRelay.name
botania:distributor, tile.distributor.name
botania:manavoid, tile.manaVoid.name
botania:manadetector, tile.manaDetector.name
botania:enchanter, Enchanter
botania:turntable, tile.turntable.name
botania:tinyplanetblock, tile.tinyPlanetBlock.name
botania:alchemycatalyst, tile.alchemyCatalyst.name
botania:opencrate:0, Open Crate
botania:opencrate:1, Crafty Crate
botania:foresteye, tile.forestEye.name
botania:storage:0, Block of Manasteel
botania:storage:1, Block of Terrasteel
botania:storage:2, Block of Elementium
botania:storage:3, Block of Mana Diamond
botania:storage:4, Block of Dragonstone
botania:forestdrum:0, Drum of the Wild
botania:forestdrum:1, Drum of the Gathering
botania:forestdrum:2, Drum of the Canopy
botania:shinyflower:0, Glimmering White Flower
botania:shinyflower:1, Glimmering Orange Flower
botania:shinyflower:2, Glimmering Magenta Flower
botania:shinyflower:3, Glimmering Light Blue Flower
botania:shinyflower:4, Glimmering Yellow Flower
botania:shinyflower:5, Glimmering Lime Flower
botania:shinyflower:6, Glimmering Pink Flower
botania:shinyflower:7, Glimmering Gray Flower
botania:shinyflower:8, Glimmering Light Gray Flower
botania:shinyflower:9, Glimmering Cyan Flower
botania:shinyflower:10, Glimmering Purple Flower
botania:shinyflower:11, Glimmering Blue Flower
botania:shinyflower:12, Glimmering Brown Flower
botania:shinyflower:13, Glimmering Green Flower
botania:shinyflower:14, Glimmering Red Flower
botania:shinyflower:15, Glimmering Black Flower
botania:platform:0, Abstruse Platform
botania:platform:1, Spectral Platform
botania:platform:2, Infrangible Platform
botania:alfheimportal, tile.alfheimPortal.name
botania:dreamwood:0, Dreamwood
botania:dreamwood:1, Dreamwood Planks
botania:dreamwood:2, Mossy Dreamwood Planks
botania:dreamwood:3, Framed Dreamwood
botania:dreamwood:4, Pattern Framed Dreamwood
botania:dreamwood:5, Glimmering Dreamwood
botania:conjurationcatalyst, tile.conjurationCatalyst.name
botania:bifrost, tile.bifrost.name
botania:miniisland:0, Floating White Flower
botania:miniisland:1, Floating Orange Flower
botania:miniisland:2, Floating Magenta Flower
botania:miniisland:3, Floating Light Blue Flower
botania:miniisland:4, Floating Yellow Flower
botania:miniisland:5, Floating Lime Flower
botania:miniisland:6, Floating Pink Flower
botania:miniisland:7, Floating Gray Flower
botania:miniisland:8, Floating Light Gray Flower
botania:miniisland:9, Floating Cyan Flower
botania:miniisland:10, Floating Purple Flower
botania:miniisland:11, Floating Blue Flower
botania:miniisland:12, Floating Brown Flower
botania:miniisland:13, Floating Green Flower
botania:miniisland:14, Floating Red Flower
botania:miniisland:15, Floating Black Flower
botania:tinypotato, tile.tinyPotato.name
botania:spawnerclaw, tile.spawnerClaw.name
botania:custombrick:0, Azulejo
botania:custombrick:1, Azulejo
botania:custombrick:2, Azulejo
botania:custombrick:3, Azulejo
botania:custombrick:4, Azulejo
botania:custombrick:5, Azulejo
botania:custombrick:6, Azulejo
botania:custombrick:7, Azulejo
botania:custombrick:8, Azulejo
botania:custombrick:9, Azulejo
botania:custombrick:10, Azulejo
botania:custombrick:11, Azulejo
botania:custombrick:12, Azulejo
botania:custombrick:13, Azulejo
botania:custombrick:14, Azulejo
botania:custombrick:15, Azulejo
botania:endereyeblock, tile.enderEyeBlock.name
botania:starfield, tile.starfield.name
botania:rfgenerator, tile.rfGenerator.name
botania:elfglass, tile.elfGlass.name
botania:brewery, tile.brewery.name
botania:managlass, tile.manaGlass.name
botania:terraplate, tile.terraPlate.name
botania:redstringcontainer, tile.redStringContainer.name
botania:redstringdispenser, tile.redStringDispenser.name
botania:redstringfertilizer, tile.redStringFertilizer.name
botania:redstringcomparator, tile.redStringComparator.name
botania:redstringrelay, tile.redStringRelay.name
botania:floatingspecialflower:0, Floating Pure Daisy
botania:floatingspecialflower:0, Floating Manastar
botania:floatingspecialflower:0, Floating Endoflame
botania:floatingspecialflower:0, Floating Hydroangeas
botania:floatingspecialflower:0, Floating Thermalily
botania:floatingspecialflower:0, Floating Rosa Arcana
botania:floatingspecialflower:0, Floating Munchdew
botania:floatingspecialflower:0, Floating Entropinnyum
botania:floatingspecialflower:0, Floating Kekimurus
botania:floatingspecialflower:0, Floating Gourmaryllis
botania:floatingspecialflower:0, Floating Narslimmus
botania:floatingspecialflower:0, Floating Spectrolus
botania:floatingspecialflower:0, Floating Rafflowsia
botania:floatingspecialflower:0, Floating Shulk Me Not
botania:floatingspecialflower:0, Floating Dandelifeon
botania:floatingspecialflower:0, Floating Jaded Amaranthus
botania:floatingspecialflower:0, Floating Bellethorne
botania:floatingspecialflower:0, Floating Bellethorne Petite
botania:floatingspecialflower:0, Floating Dreadthorne
botania:floatingspecialflower:0, Floating Heisei Dream
botania:floatingspecialflower:0, Floating Tigerseye
botania:floatingspecialflower:0, Floating Marimorphosis
botania:floatingspecialflower:0, Floating Marimorphosis Petite
botania:floatingspecialflower:0, Floating Orechid
botania:floatingspecialflower:0, Floating Orechid Ignem
botania:floatingspecialflower:0, Floating Fallen Kanade
botania:floatingspecialflower:0, Floating Exoflame
botania:floatingspecialflower:0, Floating Agricarnation
botania:floatingspecialflower:0, Floating Agricarnation Petite
botania:floatingspecialflower:0, Floating Hopperhock
botania:floatingspecialflower:0, Floating Hopperhock Petite
botania:floatingspecialflower:0, Floating Rannuncarpus
botania:floatingspecialflower:0, Floating Rannuncarpus Petite
botania:floatingspecialflower:0, Floating Tangleberrie
botania:floatingspecialflower:0, Floating Jiyuulia
botania:floatingspecialflower:0, Floating Hyacidus
botania:floatingspecialflower:0, Floating Medumone
botania:floatingspecialflower:0, Floating Pollidisiac
botania:floatingspecialflower:0, Floating Clayconia
botania:floatingspecialflower:0, Floating Clayconia Petite
botania:floatingspecialflower:0, Floating Loonium
botania:floatingspecialflower:0, Floating Daffomill
botania:floatingspecialflower:0, Floating Vinculotus
botania:floatingspecialflower:0, Floating Spectranthemum
botania:floatingspecialflower:0, Floating Bubbell
botania:floatingspecialflower:0, Floating Bubbell Petite
botania:floatingspecialflower:0, Floating Solegnolia
botania:floatingspecialflower:0, Floating Solegnolia Petite
botania:floatingspecialflower:0, Floating Bergamute
botania:prism, tile.prism.name
botania:enchantedsoil, tile.enchantedSoil.name
botania:petalblock:0, White Petal Block
botania:petalblock:1, Orange Petal Block
botania:petalblock:2, Magenta Petal Block
botania:petalblock:3, Light Blue Petal Block
botania:petalblock:4, Yellow Petal Block
botania:petalblock:5, Lime Petal Block
botania:petalblock:6, Pink Petal Block
botania:petalblock:7, Gray Petal Block
botania:petalblock:8, Light Gray Petal Block
botania:petalblock:9, Cyan Petal Block
botania:petalblock:10, Purple Petal Block
botania:petalblock:11, Blue Petal Block
botania:petalblock:12, Brown Petal Block
botania:petalblock:13, Green Petal Block
botania:petalblock:14, Red Petal Block
botania:petalblock:15, Black Petal Block
botania:corporeaindex, tile.corporeaIndex.name
botania:corporeafunnel, tile.corporeaFunnel.name
botania:mushroom:0, White Shimmering Mushroom
botania:mushroom:1, Orange Shimmering Mushroom
botania:mushroom:2, Magenta Shimmering Mushroom
botania:mushroom:3, Light Blue Shimmering Mushroom
botania:mushroom:4, Yellow Shimmering Mushroom
botania:mushroom:5, Lime Shimmering Mushroom
botania:mushroom:6, Pink Shimmering Mushroom
botania:mushroom:7, Gray Shimmering Mushroom
botania:mushroom:8, Light Gray Shimmering Mushroom
botania:mushroom:9, Cyan Shimmering Mushroom
botania:mushroom:10, Purple Shimmering Mushroom
botania:mushroom:11, Blue Shimmering Mushroom
botania:mushroom:12, Brown Shimmering Mushroom
botania:mushroom:13, Green Shimmering Mushroom
botania:mushroom:14, Red Shimmering Mushroom
botania:mushroom:15, Black Shimmering Mushroom
botania:pump, tile.pump.name
botania:doubleflower1:0, Tall Mystical White Flower
botania:doubleflower1:1, Tall Mystical Orange Flower
botania:doubleflower1:2, Tall Mystical Magenta Flower
botania:doubleflower1:3, Tall Mystical Light Blue Flower
botania:doubleflower1:4, Tall Mystical Yellow Flower
botania:doubleflower1:5, Tall Mystical Lime Flower
botania:doubleflower1:6, Tall Mystical Pink Flower
botania:doubleflower1:7, Tall Mystical Gray Flower
botania:doubleflower2:0, Tall Mystical Light Gray Flower
botania:doubleflower2:1, Tall Mystical Cyan Flower
botania:doubleflower2:2, Tall Mystical Purple Flower
botania:doubleflower2:3, Tall Mystical Blue Flower
botania:doubleflower2:4, Tall Mystical Brown Flower
botania:doubleflower2:5, Tall Mystical Green Flower
botania:doubleflower2:6, Tall Mystical Red Flower
botania:doubleflower2:7, Tall Mystical Black Flower
botania:blazeblock, tile.blazeBlock.name
botania:corporeainterceptor, tile.corporeaInterceptor.name
botania:corporeacrystalcube, tile.corporeaCrystalCube.name
botania:incenseplate, tile.incensePlate.name
botania:hourglass, tile.hourglass.name
botania:ghostrail, tile.ghostRail.name
botania:sparkchanger, tile.sparkChanger.name
botania:root, tile.root.name
botania:felpumpkin, tile.felPumpkin.name
botania:cocoon, tile.cocoon.name
botania:lightrelay:0, Luminizer
botania:lightrelay:1, Detector Luminizer
botania:lightrelay:2, Fork Luminizer
botania:lightrelay:3, Toggle Luminizer
botania:lightlauncher, tile.lightLauncher.name
botania:manabomb, tile.manaBomb.name
botania:cacophoniumblock, tile.cacophoniumBlock.name
botania:bellows, tile.bellows.name
botania:bifrostperm, tile.bifrostPerm.name
botania:cellblock, tile.cellBlock.name
botania:redstringinterceptor, tile.redStringInterceptor.name
botania:corporearetainer, tile.corporeaRetainer.name
botania:teruterubozu, tile.teruTeruBozu.name
botania:shimmerrock, tile.shimmerrock.name
botania:shimmerwoodplanks, tile.shimmerwoodPlanks.name
botania:avatar, tile.avatar.name
botania:altgrass:0, Dry Grass
botania:altgrass:1, Golden Grass
botania:altgrass:2, Vivid Grass
botania:altgrass:3, Scorched Grass
botania:altgrass:4, Infused Grass
botania:altgrass:5, Mutated Grass
botania:animatedtorch, tile.animatedTorch.name
botania:livingwood0stairs, tile.livingwood0Stairs.name
botania:livingwood0slab:0, Livingwood Slab
botania:livingwood0wall, tile.livingwood0Wall.name
botania:livingwood1stairs, tile.livingwood1Stairs.name
botania:livingwood1slab:0, Livingwood Plank Slab
botania:livingrock0stairs, tile.livingrock0Stairs.name
botania:livingrock0slab:0, Livingrock Slab
botania:livingrock0wall, tile.livingrock0Wall.name
botania:livingrock1stairs, tile.livingrock1Stairs.name
botania:livingrock1slab:0, Livingrock Brick Slab
botania:dreamwood0stairs, tile.dreamwood0Stairs.name
botania:dreamwood0slab:0, Dreamwood Slab
botania:dreamwood0wall, tile.dreamwood0Wall.name
botania:dreamwood1stairs, tile.dreamwood1Stairs.name
botania:dreamwood1slab:0, Dreamwood Plank Slab
botania:quartztypedark:0, Block of Smokey Quartz
botania:quartztypedark:1, Chiseled Smokey Quartz Block
botania:quartztypedark:2, Pillar Smokey Quartz Block
botania:quartzslabdarkhalf:0, Smokey Quartz Slab
botania:quartzstairsdark, tile.quartzStairsDark.name
botania:quartztypemana:0, Block of Mana Quartz
botania:quartztypemana:1, Chiseled Mana Quartz Block
botania:quartztypemana:2, Pillar Mana Quartz Block
botania:quartzslabmanahalf:0, Mana Quartz Slab
botania:quartzstairsmana, tile.quartzStairsMana.name
botania:quartztypeblaze:0, Block of Blaze Quartz
botania:quartztypeblaze:1, Chiseled Blaze Quartz Block
botania:quartztypeblaze:2, Pillar Blaze Quartz Block
botania:quartzslabblazehalf:0, Blaze Quartz Slab
botania:quartzstairsblaze, tile.quartzStairsBlaze.name
botania:quartztypelavender:0, Block of Lavender Quartz
botania:quartztypelavender:1, Chiseled Lavender Quartz Block
botania:quartztypelavender:2, Pillar Lavender Quartz Block
botania:quartzslablavenderhalf:0, Lavender Quartz Slab
botania:quartzstairslavender, tile.quartzStairsLavender.name
botania:quartztypered:0, Block of Redquartz
botania:quartztypered:1, Chiseled Redquartz Block
botania:quartztypered:2, Pillar Redquartz Block
botania:quartzslabredhalf:0, Redquartz Slab
botania:quartzstairsred, tile.quartzStairsRed.name
botania:quartztypeelf:0, Block of Elven Quartz
botania:quartztypeelf:1, Chiseled Elven Quartz Block
botania:quartztypeelf:2, Pillar Elven Quartz Block
botania:quartzslabelfhalf:0, Elven Quartz Slab
botania:quartzstairself, tile.quartzStairsElf.name
botania:quartztypesunny:0, Block of Sunny Quartz
botania:quartztypesunny:1, Chiseled Sunny Quartz Block
botania:quartztypesunny:2, Pillar Sunny Quartz Block
botania:quartzslabsunnyhalf:0, Sunny Quartz Slab
botania:quartzstairssunny, tile.quartzStairsSunny.name
botania:biomestonea:0, Metamorphic Forest Stone
botania:biomestonea:1, Metamorphic Plains Stone
botania:biomestonea:2, Metamorphic Mountain Stone
botania:biomestonea:3, Metamorphic Fungal Stone
botania:biomestonea:4, Metamorphic Swamp Stone
botania:biomestonea:5, Metamorphic Desert Stone
botania:biomestonea:6, Metamorphic Taiga Stone
botania:biomestonea:7, Metamorphic Mesa Stone
botania:biomestonea:8, Metamorphic Forest Cobblestone
botania:biomestonea:9, Metamorphic Plains Cobblestone
botania:biomestonea:10, Metamorphic Mountain Cobblestone
botania:biomestonea:11, Metamorphic Fungal Cobblestone
botania:biomestonea:12, Metamorphic Swamp Cobblestone
botania:biomestonea:13, Metamorphic Desert Cobblestone
botania:biomestonea:14, Metamorphic Taiga Cobblestone
botania:biomestonea:15, Metamorphic Mesa Cobblestone
botania:biomestoneb:0, Metamorphic Forest Stone Bricks
botania:biomestoneb:1, Metamorphic Plains Stone Bricks
botania:biomestoneb:2, Metamorphic Mountain Stone Bricks
botania:biomestoneb:3, Metamorphic Fungal Stone Bricks
botania:biomestoneb:4, Metamorphic Swamp Stone Bricks
botania:biomestoneb:5, Metamorphic Desert Stone Bricks
botania:biomestoneb:6, Metamorphic Taiga Stone Bricks
botania:biomestoneb:7, Metamorphic Mesa Stone Bricks
botania:biomestoneb:8, Chiseled Metamorphic Forest Stone Brick
botania:biomestoneb:9, Chiseled Metamorphic Plains Stone Brick
botania:biomestoneb:10, Chiseled Metamorphic Mountain Stone Brick
botania:biomestoneb:11, Chiseled Metamorphic Fungal Stone Brick
botania:biomestoneb:12, Chiseled Metamorphic Swamp Stone Brick
botania:biomestoneb:13, Chiseled Metamorphic Desert Stone Brick
botania:biomestoneb:14, Chiseled Metamorphic Taiga Stone Brick
botania:biomestoneb:15, Chiseled Metamorphic Mesa Stone Brick
botania:pavement:0, White Portuguese Pavement
botania:pavement:1, Black Portuguese Pavement
botania:pavement:2, Blue Portuguese Pavement
botania:pavement:3, Red Portuguese Pavement
botania:pavement:4, Yellow Portuguese Pavement
botania:pavement:5, Green Portuguese Pavement
botania:biomestonea0stairs, tile.biomeStoneA0Stairs.name
botania:biomestonea0slab:0, Metamorphic Forest Stone Slab
botania:biomestonea1stairs, tile.biomeStoneA1Stairs.name
botania:biomestonea1slab:0, Metamorphic Plains Stone Slab
botania:biomestonea2stairs, tile.biomeStoneA2Stairs.name
botania:biomestonea2slab:0, Metamorphic Mountain Stone Slab
botania:biomestonea3stairs, tile.biomeStoneA3Stairs.name
botania:biomestonea3slab:0, Metamorphic Fungal Stone Slab
botania:biomestonea4stairs, tile.biomeStoneA4Stairs.name
botania:biomestonea4slab:0, Metamorphic Swamp Stone Slab
botania:biomestonea5stairs, tile.biomeStoneA5Stairs.name
botania:biomestonea5slab:0, Metamorphic Desert Stone Slab
botania:biomestonea6stairs, tile.biomeStoneA6Stairs.name
botania:biomestonea6slab:0, Metamorphic Taiga Stone Slab
botania:biomestonea7stairs, tile.biomeStoneA7Stairs.name
botania:biomestonea7slab:0, Metamorphic Mesa Stone Slab
botania:biomestonea8stairs, tile.biomeStoneA8Stairs.name
botania:biomestonea8slab:0, Metamorphic Forest Cobblestone Slab
botania:biomestonea9stairs, tile.biomeStoneA9Stairs.name
botania:biomestonea9slab:0, Metamorphic Plains Cobblestone Slab
botania:biomestonea10stairs, tile.biomeStoneA10Stairs.name
botania:biomestonea10slab:0, Metamorphic Mountain Cobblestone Slab
botania:biomestonea11stairs, tile.biomeStoneA11Stairs.name
botania:biomestonea11slab:0, Metamorphic Fungal Cobblestone Slab
botania:biomestonea12stairs, tile.biomeStoneA12Stairs.name
